Datum,IntensivbettenGesamt,IntensivbettenBelegt,IntensivBettenFrei,COVID19FaelleAktuell,COVID19FaelleBeatmet,Quelle
1589302800,33042,20560,12482,1500,997,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589306400,33023,20548,12475,1497,996,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589310000,33010,20538,12472,1494,993,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589313600,32995,20528,12467,1494,993,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589317200,32995,20537,12458,1493,992,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589324400,32995,20536,12459,1493,992,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589331600,32967,20506,12461,1493,992,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589335200,32939,20482,12457,1481,980,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589338800,32941,20484,12457,1482,980,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589342400,32946,20511,12435,1482,980,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589346000,32944,20499,12445,1479,976,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589353200,32973,20736,12237,1450,959,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589356800,32964,20780,12184,1404,953,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589360400,32645,20477,12168,1402,951,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589364000,32656,20497,12159,1398,950,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589367600,32651,20489,12162,1395,948,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589371200,32651,20482,12169,1395,948,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589374800,32654,20478,12176,1395,947,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589378400,32704,20497,12207,1393,946,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589382000,32702,20493,12209,1393,945,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589385600,32697,20486,12211,1390,943,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589389200,32697,20486,12211,1391,943,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589392800,32697,20489,12208,1391,943,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589396400,32540,20380,12160,1379,937,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589400000,32530,20373,12157,1378,936,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589403600,32527,20372,12155,1378,936,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589407200,32483,20334,12149,1373,934,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589410800,32481,20332,12149,1374,934,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589414400,32481,20338,12143,1374,934,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589428800,32488,20346,12142,1375,934,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589432400,32466,20361,12105,1353,924,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589436000,32464,20298,12166,1337,904,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589439600,32442,20189,12253,1314,878,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589443200,32474,20236,12238,1327,876,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589446800,32467,20223,12244,1320,874,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589450400,32496,20235,12261,1321,871,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589454000,32537,20268,12269,1321,871,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589457600,32537,20268,12269,1317,869,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589461200,32578,20308,12270,1317,870,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589464800,32578,20304,12274,1316,869,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589468400,32592,20310,12282,1316,868,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589472000,32591,20307,12284,1316,868,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589475600,32565,20296,12269,1316,867,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589479200,32551,20288,12263,1317,867,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589482800,32503,20256,12247,1317,867,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589486400,32503,20257,12246,1317,867,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589490000,32503,20259,12244,1317,867,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589497200,32504,20256,12248,1317,867,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589500800,32498,20251,12247,1317,867,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589504400,32487,20246,12241,1317,867,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589508000,32487,20247,12240,1317,867,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589511600,32481,20247,12234,1317,867,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589515200,32481,20251,12230,1317,867,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589518800,32503,20266,12237,1333,868,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589522400,32436,20343,12093,1299,844,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589526000,32530,20565,11965,1251,835,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589529600,32556,20604,11952,1244,824,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589533200,32572,20630,11942,1243,824,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589536800,32568,20630,11938,1243,824,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589540400,32565,20634,11931,1242,825,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589544000,32570,20646,11924,1242,824,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589547600,32574,20648,11926,1242,825,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589551200,32609,20666,11943,1241,825,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589554800,32598,20646,11952,1241,824,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589558400,32598,20642,11956,1240,824,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589562000,32598,20635,11963,1240,824,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589565600,32598,20637,11961,1240,824,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589569200,32596,20639,11957,1240,824,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589572800,32595,20638,11957,1240,824,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589576400,32594,20639,11955,1240,824,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589583600,32588,20643,11945,1240,823,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589587200,32583,20631,11952,1240,823,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589590800,32583,20638,11945,1239,823,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589594400,32583,20637,11946,1239,823,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589598000,32583,20639,11944,1239,823,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589601600,32574,20628,11946,1237,823,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589605200,32581,20629,11952,1220,821,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589608800,32540,20538,12002,1207,823,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589612400,32503,20335,12168,1193,810,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589616000,32462,20337,12125,1189,807,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589619600,32448,20310,12138,1189,806,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589623200,32441,20307,12134,1184,804,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589626800,32447,20306,12141,1184,804,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589630400,32452,20293,12159,1184,804,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589634000,32452,20283,12169,1183,804,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589637600,32456,20284,12172,1183,804,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589641200,32458,20287,12171,1183,804,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589644800,32419,20265,12154,1183,804,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589648400,32414,20264,12150,1183,804,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589652000,32402,20261,12141,1184,804,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589655600,32406,20265,12141,1185,804,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589659200,32347,20244,12103,1185,804,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589662800,32284,20194,12090,1184,803,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589666400,32275,20191,12084,1184,803,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589670000,32263,20168,12095,1184,803,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589673600,32240,20156,12084,1183,803,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589677200,32220,20137,12083,1183,803,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589680800,32221,20135,12086,1182,803,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589684400,32221,20134,12087,1182,804,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589688000,32219,20134,12085,1183,804,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589691600,32218,20088,12130,1183,804,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589695200,32228,19997,12231,1173,799,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589698800,32298,19716,12582,1139,779,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589702400,32308,19700,12608,1133,773,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589706000,32285,19685,12600,1136,773,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589709600,32295,19685,12610,1137,771,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589713200,32307,19687,12620,1137,771,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589716800,32308,19686,12622,1137,771,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589720400,32308,19685,12623,1137,771,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589724000,32307,19683,12624,1137,770,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589731200,32309,19685,12624,1137,770,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589734800,32308,19685,12623,1137,770,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589738400,32111,19545,12566,1131,765,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589742000,31945,19446,12499,1121,758,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589745600,31873,19404,12469,1120,757,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589749200,31837,19386,12451,1120,757,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589752800,31823,19375,12448,1120,757,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589756400,31815,19379,12436,1120,757,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589760000,31811,19377,12434,1119,757,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589763600,31793,19366,12427,1120,757,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589767200,31750,19336,12414,1119,757,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589774400,31752,19336,12416,1121,757,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589778000,31799,19359,12440,1119,754,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589781600,31955,19446,12509,1127,749,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589785200,32142,19555,12587,1129,739,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589788800,32298,19675,12623,1141,744,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589792400,32353,19713,12640,1142,741,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589796000,32359,19729,12630,1139,740,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589799600,32337,19703,12634,1138,740,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589803200,32353,19717,12636,1138,740,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589806800,32382,19723,12659,1139,741,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589810400,32387,19730,12657,1138,741,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589814000,32385,19725,12660,1138,741,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589817600,32390,19736,12654,1135,741,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589821200,32372,19728,12644,1136,741,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589824800,32372,19724,12648,1136,741,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589828400,32372,19725,12647,1136,741,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589832000,32353,19715,12638,1134,739,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589835600,32345,19711,12634,1134,739,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589839200,32358,19715,12643,1134,739,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589842800,32372,19724,12648,1133,739,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589846400,32372,19728,12644,1133,739,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589850000,32360,19720,12640,1133,739,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589860800,32348,19722,12626,1132,739,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589864400,32311,19761,12550,1134,735,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589868000,32240,19873,12367,1119,716,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589871600,32181,20207,11974,1097,704,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589875200,32201,20284,11917,1100,702,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589878800,32213,20300,11913,1102,702,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589882400,32224,20315,11909,1100,702,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589886000,32246,20325,11921,1100,703,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589889600,32241,20328,11913,1099,702,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589893200,32224,20302,11922,1100,702,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589896800,32227,20299,11928,1097,700,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589900400,32228,20300,11928,1097,700,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589904000,32228,20309,11919,1097,700,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589907600,32229,20310,11919,1098,701,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589911200,32229,20307,11922,1098,701,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589914800,32206,20292,11914,1098,701,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589918400,32207,20287,11920,1098,701,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589922000,32165,20251,11914,1094,697,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589925600,32167,20251,11916,1094,697,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
1589929200,32168,20253,11915,1094,697,https://diviexchange.z6.web.core.windows.net/laendertabelle1.svg
