Timestamp,Altersgruppe,7T_Hospitalisierung_Inzidenz,7T_Inzidenz
1594857600,00-04,0.00,0.79
1594857600,05-14,0.00,0.24
1594857600,15-34,0.26,2.05
1594857600,35-59,0.14,0.95
1594857600,60-79,0.71,1.07
1594857600,80+,0.54,1.26
1594944000,00-04,0.00,0.79
1594944000,05-14,0.00,0.16
1594944000,15-34,0.26,2.12
1594944000,35-59,0.14,1.21
1594944000,60-79,0.54,0.91
1594944000,80+,0.54,1.10
1595030400,00-04,0.00,0.79
1595030400,05-14,0.00,0.08
1595030400,15-34,0.26,2.23
1595030400,35-59,0.14,1.42
1595030400,60-79,0.54,0.81
1595030400,80+,0.54,0.93
1595116800,00-04,0.00,0.95
1595116800,05-14,0.00,0.00
1595116800,15-34,0.26,2.45
1595116800,35-59,0.14,1.60
1595116800,60-79,0.54,0.63
1595116800,80+,0.00,0.93
1595203200,00-04,0.00,1.11
1595203200,05-14,0.00,0.00
1595203200,15-34,0.53,2.52
1595203200,35-59,0.14,1.64
1595203200,60-79,0.54,0.53
1595203200,80+,0.00,1.01
1595289600,00-04,0.00,0.95
1595289600,05-14,0.00,0.00
1595289600,15-34,0.53,2.45
1595289600,35-59,0.14,1.56
1595289600,60-79,0.18,0.43
1595289600,80+,0.54,0.93
1595376000,00-04,0.00,0.95
1595376000,05-14,0.00,0.31
1595376000,15-34,0.53,2.30
1595376000,35-59,0.14,1.40
1595376000,60-79,0.18,0.41
1595376000,80+,0.54,1.01
1595462400,00-04,0.00,0.95
1595462400,05-14,0.00,0.63
1595462400,15-34,0.26,2.01
1595462400,35-59,0.00,1.27
1595462400,60-79,0.00,0.38
1595462400,80+,0.54,1.10
1595548800,00-04,0.00,0.95
1595548800,05-14,0.00,1.18
1595548800,15-34,0.26,1.87
1595548800,35-59,0.00,1.11
1595548800,60-79,0.00,0.36
1595548800,80+,0.54,1.26
1595635200,00-04,0.00,0.95
1595635200,05-14,0.00,1.73
1595635200,15-34,0.26,1.69
1595635200,35-59,0.00,0.98
1595635200,60-79,0.00,0.33
1595635200,80+,0.54,1.43
1595721600,00-04,0.00,0.95
1595721600,05-14,0.00,2.36
1595721600,15-34,0.26,1.51
1595721600,35-59,0.00,0.92
1595721600,60-79,0.00,0.31
1595721600,80+,0.54,1.43
1595808000,00-04,0.00,0.95
1595808000,05-14,0.00,2.99
1595808000,15-34,0.00,1.58
1595808000,35-59,0.00,0.92
1595808000,60-79,0.00,0.28
1595808000,80+,0.54,1.52
1595894400,00-04,0.00,1.11
1595894400,05-14,0.00,3.61
1595894400,15-34,0.00,1.69
1595894400,35-59,0.00,1.01
1595894400,60-79,0.00,0.31
1595894400,80+,0.00,1.69
1595980800,00-04,0.00,0.95
1595980800,05-14,0.00,3.61
1595980800,15-34,0.26,1.76
1595980800,35-59,0.00,1.13
1595980800,60-79,0.00,0.33
1595980800,80+,0.54,1.60
1596067200,00-04,0.00,0.79
1596067200,05-14,0.00,3.77
1596067200,15-34,0.26,1.91
1596067200,35-59,0.14,1.21
1596067200,60-79,0.00,0.43
1596067200,80+,0.54,1.60
1596153600,00-04,0.00,0.63
1596153600,05-14,0.00,3.46
1596153600,15-34,0.26,1.94
1596153600,35-59,0.14,1.27
1596153600,60-79,0.18,0.54
1596153600,80+,1.09,1.77
1596240000,00-04,0.00,0.48
1596240000,05-14,0.00,3.14
1596240000,15-34,0.26,1.94
1596240000,35-59,0.28,1.34
1596240000,60-79,0.18,0.64
1596240000,80+,1.09,1.94
1596326400,00-04,0.00,0.32
1596326400,05-14,0.00,2.67
1596326400,15-34,0.26,2.19
1596326400,35-59,0.28,1.34
1596326400,60-79,0.18,0.76
1596326400,80+,1.63,2.19
1596412800,00-04,0.00,0.16
1596412800,05-14,0.00,2.20
1596412800,15-34,0.26,2.26
1596412800,35-59,0.42,1.32
1596412800,60-79,0.18,0.92
1596412800,80+,1.63,2.36
1596499200,00-04,0.00,0.16
1596499200,05-14,0.00,1.73
1596499200,15-34,0.53,2.48
1596499200,35-59,0.42,1.27
1596499200,60-79,0.18,1.09
1596499200,80+,1.63,2.61
1596585600,00-04,0.00,0.47
1596585600,05-14,0.00,1.65
1596585600,15-34,0.26,2.88
1596585600,35-59,0.42,1.27
1596585600,60-79,0.36,1.20
1596585600,80+,1.09,3.03
1596672000,00-04,0.00,1.11
1596672000,05-14,0.00,1.26
1596672000,15-34,0.26,3.42
1596672000,35-59,0.28,1.34
1596672000,60-79,0.71,1.15
1596672000,80+,1.63,3.29
1596758400,00-04,0.00,1.74
1596758400,05-14,0.00,1.10
1596758400,15-34,0.26,4.03
1596758400,35-59,0.28,1.44
1596758400,60-79,0.54,1.09
1596758400,80+,2.18,3.20
1596844800,00-04,0.00,2.37
1596844800,05-14,0.00,0.94
1596844800,15-34,0.26,4.71
1596844800,35-59,0.14,1.50
1596844800,60-79,0.54,1.04
1596844800,80+,2.18,3.12
1596931200,00-04,0.00,3.16
1596931200,05-14,0.00,0.86
1596931200,15-34,0.26,4.96
1596931200,35-59,0.14,1.64
1596931200,60-79,0.54,1.02
1596931200,80+,1.63,3.37
1597017600,00-04,0.00,3.95
1597017600,05-14,0.00,0.86
1597017600,15-34,0.26,5.36
1597017600,35-59,0.00,1.93
1597017600,60-79,0.54,0.94
1597017600,80+,1.63,3.54
1597104000,00-04,0.00,4.43
1597104000,05-14,0.00,0.86
1597104000,15-34,0.00,5.93
1597104000,35-59,0.00,2.30
1597104000,60-79,0.54,0.79
1597104000,80+,3.27,3.54
1597190400,00-04,0.00,4.59
1597190400,05-14,0.00,0.71
1597190400,15-34,0.00,6.47
1597190400,35-59,0.14,2.53
1597190400,60-79,0.36,0.71
1597190400,80+,3.27,3.37
1597276800,00-04,0.00,4.11
1597276800,05-14,0.00,0.94
1597276800,15-34,0.00,6.87
1597276800,35-59,0.14,2.71
1597276800,60-79,0.18,0.71
1597276800,80+,2.72,3.29
1597363200,00-04,0.00,3.64
1597363200,05-14,0.00,1.18
1597363200,15-34,0.00,7.19
1597363200,35-59,0.14,2.88
1597363200,60-79,0.36,0.71
1597363200,80+,2.18,3.37
1597449600,00-04,0.00,3.16
1597449600,05-14,0.00,1.41
1597449600,15-34,0.00,7.48
1597449600,35-59,0.14,3.10
1597449600,60-79,0.36,0.71
1597449600,80+,2.18,3.46
1597536000,00-04,0.00,2.37
1597536000,05-14,0.00,1.73
1597536000,15-34,0.00,7.91
1597536000,35-59,0.14,3.20
1597536000,60-79,0.36,0.66
1597536000,80+,2.18,2.95
1597622400,00-04,0.00,1.74
1597622400,05-14,0.00,1.96
1597622400,15-34,0.00,8.09
1597622400,35-59,0.14,3.18
1597622400,60-79,0.36,0.66
1597622400,80+,2.18,2.53
1597708800,00-04,0.00,1.27
1597708800,05-14,0.00,2.20
1597708800,15-34,0.00,7.73
1597708800,35-59,0.28,2.98
1597708800,60-79,0.36,0.66
1597708800,80+,0.54,2.19
1597795200,00-04,0.00,0.95
1597795200,05-14,0.00,2.67
1597795200,15-34,0.00,7.19
1597795200,35-59,0.42,2.90
1597795200,60-79,0.54,0.63
1597795200,80+,0.54,1.94
1597881600,00-04,0.00,1.11
1597881600,05-14,0.00,2.83
1597881600,15-34,0.00,6.65
1597881600,35-59,0.42,2.79
1597881600,60-79,0.54,0.61
1597881600,80+,0.54,1.69
1597968000,00-04,0.00,1.27
1597968000,05-14,0.00,2.99
1597968000,15-34,0.53,6.15
1597968000,35-59,0.42,2.75
1597968000,60-79,0.36,0.61
1597968000,80+,0.00,1.52
1598054400,00-04,0.00,1.42
1598054400,05-14,0.00,3.30
1598054400,15-34,0.53,5.61
1598054400,35-59,0.56,2.69
1598054400,60-79,0.36,0.63
1598054400,80+,0.00,1.35
1598140800,00-04,0.00,1.74
1598140800,05-14,0.00,3.69
1598140800,15-34,0.53,5.21
1598140800,35-59,0.56,2.69
1598140800,60-79,0.36,0.68
1598140800,80+,0.00,1.43
1598227200,00-04,0.00,1.90
1598227200,05-14,0.00,4.16
1598227200,15-34,0.53,4.96
1598227200,35-59,0.56,2.57
1598227200,60-79,0.36,0.71
1598227200,80+,0.00,1.52
1598313600,00-04,0.00,2.05
1598313600,05-14,0.00,4.63
1598313600,15-34,0.53,4.89
1598313600,35-59,0.42,2.61
1598313600,60-79,0.36,0.79
1598313600,80+,0.54,1.60
1598400000,00-04,0.00,2.21
1598400000,05-14,0.00,5.02
1598400000,15-34,0.53,4.96
1598400000,35-59,0.14,2.61
1598400000,60-79,0.18,0.84
1598400000,80+,0.54,1.60
1598486400,00-04,0.00,2.21
1598486400,05-14,0.00,5.65
1598486400,15-34,0.53,5.32
1598486400,35-59,0.14,2.69
1598486400,60-79,0.00,0.92
1598486400,80+,0.54,1.60
1598572800,00-04,0.00,2.21
1598572800,05-14,0.00,6.36
1598572800,15-34,0.00,5.79
1598572800,35-59,0.28,2.67
1598572800,60-79,0.00,0.97
1598572800,80+,0.54,1.43
1598659200,00-04,0.00,-1.00
1598659200,05-14,0.00,-1.00
1598659200,15-34,0.00,-1.00
1598659200,35-59,0.14,-1.00
1598659200,60-79,0.00,-1.00
1598659200,80+,0.54,-1.00
1598745600,00-04,0.00,2.21
1598745600,05-14,0.00,6.83
1598745600,15-34,0.00,6.33
1598745600,35-59,0.14,2.69
1598745600,60-79,0.00,0.97
1598745600,80+,0.54,1.26
1598832000,00-04,0.00,2.21
1598832000,05-14,0.00,6.98
1598832000,15-34,0.00,6.83
1598832000,35-59,0.14,2.71
1598832000,60-79,0.00,0.97
1598832000,80+,0.54,1.10
1598918400,00-04,0.00,2.05
1598918400,05-14,0.00,7.06
1598918400,15-34,0.00,7.45
1598918400,35-59,0.14,2.84
1598918400,60-79,0.00,0.94
1598918400,80+,0.00,0.93
1599004800,00-04,0.00,1.90
1599004800,05-14,0.00,7.30
1599004800,15-34,0.00,8.24
1599004800,35-59,0.14,2.88
1599004800,60-79,0.00,0.92
1599004800,80+,0.54,0.76
1599091200,00-04,0.00,1.74
1599091200,05-14,0.00,7.30
1599091200,15-34,0.00,9.03
1599091200,35-59,0.28,2.98
1599091200,60-79,0.00,0.97
1599091200,80+,0.54,0.67
1599177600,00-04,0.00,1.42
1599177600,05-14,0.00,6.91
1599177600,15-34,0.00,9.14
1599177600,35-59,0.14,3.00
1599177600,60-79,0.00,0.97
1599177600,80+,0.54,0.59
1599264000,00-04,0.00,1.11
1599264000,05-14,0.00,6.36
1599264000,15-34,0.00,9.06
1599264000,35-59,0.28,3.02
1599264000,60-79,0.18,0.97
1599264000,80+,0.54,0.76
1599350400,00-04,0.00,0.79
1599350400,05-14,0.00,5.81
1599350400,15-34,0.00,9.03
1599350400,35-59,0.28,2.94
1599350400,60-79,0.18,0.99
1599350400,80+,0.54,0.93
1599436800,00-04,0.00,0.48
1599436800,05-14,0.00,5.34
1599436800,15-34,0.00,8.88
1599436800,35-59,0.28,2.90
1599436800,60-79,0.36,1.04
1599436800,80+,1.63,1.01
1599523200,00-04,0.00,0.32
1599523200,05-14,0.00,4.95
1599523200,15-34,0.00,8.70
1599523200,35-59,0.28,2.78
1599523200,60-79,0.36,1.27
1599523200,80+,1.63,1.26
1599609600,00-04,0.00,0.16
1599609600,05-14,0.00,4.32
1599609600,15-34,0.00,8.49
1599609600,35-59,0.28,2.80
1599609600,60-79,0.54,1.50
1599609600,80+,1.09,1.52
1599696000,00-04,0.00,0.00
1599696000,05-14,0.00,3.77
1599696000,15-34,0.00,8.02
1599696000,35-59,0.14,2.77
1599696000,60-79,0.54,1.91
1599696000,80+,1.09,1.94
1599782400,00-04,0.00,0.32
1599782400,05-14,0.00,3.38
1599782400,15-34,0.00,8.09
1599782400,35-59,0.14,2.88
1599782400,60-79,0.89,2.50
1599782400,80+,1.09,2.53
1599868800,00-04,0.00,0.63
1599868800,05-14,0.00,3.06
1599868800,15-34,0.26,8.20
1599868800,35-59,0.00,3.00
1599868800,60-79,1.07,3.24
1599868800,80+,1.09,3.12
1599955200,00-04,0.00,0.95
1599955200,05-14,0.00,2.91
1599955200,15-34,0.26,8.31
1599955200,35-59,0.00,3.27
1599955200,60-79,1.07,4.13
1599955200,80+,1.09,3.71
1600041600,00-04,0.00,1.26
1600041600,05-14,0.00,2.83
1600041600,15-34,0.26,8.38
1600041600,35-59,0.00,3.64
1600041600,60-79,0.89,5.15
1600041600,80+,1.09,4.80
1600128000,00-04,0.00,1.58
1600128000,05-14,0.00,2.59
1600128000,15-34,0.26,8.24
1600128000,35-59,0.00,4.25
1600128000,60-79,1.07,5.96
1600128000,80+,1.09,6.07
1600214400,00-04,0.00,1.89
1600214400,05-14,0.00,2.36
1600214400,15-34,0.26,8.16
1600214400,35-59,0.00,4.83
1600214400,60-79,0.89,6.72
1600214400,80+,2.18,7.42
1600300800,00-04,0.00,2.21
1600300800,05-14,0.00,2.28
1600300800,15-34,0.26,8.38
1600300800,35-59,0.00,5.53
1600300800,60-79,0.89,7.13
1600300800,80+,2.18,8.77
1600387200,00-04,0.00,1.89
1600387200,05-14,0.00,2.28
1600387200,15-34,0.26,8.27
1600387200,35-59,0.00,6.04
1600387200,60-79,0.54,7.31
1600387200,80+,2.72,9.78
1600473600,00-04,0.00,1.58
1600473600,05-14,0.00,2.28
1600473600,15-34,0.00,8.20
1600473600,35-59,0.28,6.58
1600473600,60-79,0.71,7.21
1600473600,80+,3.27,10.37
1600560000,00-04,0.00,1.26
1600560000,05-14,0.00,2.44
1600560000,15-34,0.00,8.27
1600560000,35-59,0.28,7.03
1600560000,60-79,0.89,6.93
1600560000,80+,3.27,11.13
1600646400,00-04,0.00,0.95
1600646400,05-14,0.00,2.59
1600646400,15-34,0.00,8.45
1600646400,35-59,0.28,7.29
1600646400,60-79,0.89,6.39
1600646400,80+,2.18,11.13
1600732800,00-04,0.00,0.63
1600732800,05-14,0.00,2.75
1600732800,15-34,0.00,8.74
1600732800,35-59,0.28,7.36
1600732800,60-79,1.07,5.96
1600732800,80+,2.72,10.45
1600819200,00-04,0.00,0.32
1600819200,05-14,0.00,3.22
1600819200,15-34,0.00,8.70
1600819200,35-59,0.28,7.32
1600819200,60-79,1.07,5.55
1600819200,80+,1.63,9.61
1600905600,00-04,0.00,0.00
1600905600,05-14,0.00,3.61
1600905600,15-34,0.00,8.49
1600905600,35-59,0.42,7.03
1600905600,60-79,1.43,5.27
1600905600,80+,2.18,8.26
1600992000,00-04,0.00,0.00
1600992000,05-14,0.00,4.01
1600992000,15-34,0.00,8.52
1600992000,35-59,0.42,6.78
1600992000,60-79,1.43,5.02
1600992000,80+,1.63,7.25
1601078400,00-04,0.00,0.00
1601078400,05-14,0.00,4.40
1601078400,15-34,0.00,8.52
1601078400,35-59,0.14,6.47
1601078400,60-79,1.25,4.89
1601078400,80+,1.09,6.49
1601164800,00-04,0.00,0.00
1601164800,05-14,0.00,4.40
1601164800,15-34,0.00,8.02
1601164800,35-59,0.14,6.12
1601164800,60-79,1.25,4.66
1601164800,80+,2.18,5.39
1601251200,00-04,0.00,0.00
1601251200,05-14,0.00,4.64
1601251200,15-34,0.00,7.55
1601251200,35-59,0.14,5.75
1601251200,60-79,1.61,4.45
1601251200,80+,2.18,4.72
1601337600,00-04,0.00,0.16
1601337600,05-14,0.00,4.95
1601337600,15-34,0.00,7.26
1601337600,35-59,0.14,5.34
1601337600,60-79,1.25,4.25
1601337600,80+,1.63,4.72
1601424000,00-04,0.00,0.47
1601424000,05-14,0.00,4.87
1601424000,15-34,0.00,7.26
1601424000,35-59,0.14,5.03
1601424000,60-79,1.25,4.05
1601424000,80+,2.72,5.06
1601510400,00-04,1.18,0.79
1601510400,05-14,0.00,4.79
1601510400,15-34,0.00,7.34
1601510400,35-59,0.00,4.97
1601510400,60-79,1.25,3.95
1601510400,80+,3.27,5.90
1601596800,00-04,2.36,1.11
1601596800,05-14,0.00,4.95
1601596800,15-34,0.00,7.44
1601596800,35-59,0.00,5.16
1601596800,60-79,1.25,4.08
1601596800,80+,3.81,6.91
1601683200,00-04,2.36,1.42
1601683200,05-14,0.53,5.10
1601683200,15-34,0.00,7.70
1601683200,35-59,0.00,5.45
1601683200,60-79,1.25,4.18
1601683200,80+,3.81,7.84
1601769600,00-04,2.36,1.74
1601769600,05-14,0.53,5.26
1601769600,15-34,0.00,8.24
1601769600,35-59,0.00,5.77
1601769600,60-79,1.25,4.51
1601769600,80+,2.72,9.02
1601856000,00-04,2.36,2.05
1601856000,05-14,0.53,4.95
1601856000,15-34,0.00,8.67
1601856000,35-59,0.00,6.17
1601856000,60-79,0.89,5.07
1601856000,80+,2.72,10.11
1601942400,00-04,2.36,2.21
1601942400,05-14,0.53,4.87
1601942400,15-34,0.00,9.14
1601942400,35-59,0.00,6.76
1601942400,60-79,0.89,5.66
1601942400,80+,3.27,10.54
1602028800,00-04,2.36,2.05
1602028800,05-14,0.53,5.18
1602028800,15-34,0.00,9.60
1602028800,35-59,0.00,7.34
1602028800,60-79,0.89,6.62
1602028800,80+,3.27,10.45
1602115200,00-04,1.18,1.90
1602115200,05-14,0.53,5.73
1602115200,15-34,0.00,10.25
1602115200,35-59,0.14,7.91
1602115200,60-79,0.71,7.84
1602115200,80+,2.72,10.45
1602201600,00-04,0.00,1.74
1602201600,05-14,0.53,5.97
1602201600,15-34,0.00,10.97
1602201600,35-59,0.42,8.36
1602201600,60-79,1.43,9.02
1602201600,80+,2.18,10.45
1602288000,00-04,0.00,1.58
1602288000,05-14,0.00,6.20
1602288000,15-34,0.00,11.51
1602288000,35-59,0.42,8.77
1602288000,60-79,1.96,10.24
1602288000,80+,3.81,10.54
1602374400,00-04,0.00,1.58
1602374400,05-14,0.00,6.59
1602374400,15-34,0.00,12.51
1602374400,35-59,0.42,9.60
1602374400,60-79,1.96,11.61
1602374400,80+,4.90,10.70
1602460800,00-04,0.00,1.58
1602460800,05-14,0.00,7.22
1602460800,15-34,0.00,13.95
1602460800,35-59,0.42,10.73
1602460800,60-79,1.96,13.12
1602460800,80+,4.90,11.21
1602547200,00-04,0.00,1.42
1602547200,05-14,0.00,7.45
1602547200,15-34,0.00,15.61
1602547200,35-59,0.84,11.98
1602547200,60-79,2.50,14.80
1602547200,80+,5.99,12.31
1602633600,00-04,0.00,1.42
1602633600,05-14,0.00,7.22
1602633600,15-34,0.26,17.30
1602633600,35-59,1.12,13.50
1602633600,60-79,2.68,16.17
1602633600,80+,5.99,13.99
1602720000,00-04,0.00,1.58
1602720000,05-14,0.00,7.06
1602720000,15-34,0.26,19.63
1602720000,35-59,0.98,15.60
1602720000,60-79,3.21,17.14
1602720000,80+,5.99,15.68
1602806400,00-04,0.00,1.90
1602806400,05-14,0.00,6.98
1602806400,15-34,0.26,22.01
1602806400,35-59,0.84,17.75
1602806400,60-79,2.68,18.16
1602806400,80+,6.54,16.60
1602892800,00-04,0.00,2.21
1602892800,05-14,0.00,6.91
1602892800,15-34,0.26,25.03
1602892800,35-59,0.98,19.85
1602892800,60-79,2.50,19.31
1602892800,80+,6.54,17.87
1602979200,00-04,0.00,2.37
1602979200,05-14,0.00,7.22
1602979200,15-34,0.26,27.62
1602979200,35-59,0.98,21.47
1602979200,60-79,2.85,20.22
1602979200,80+,5.99,19.30
1603065600,00-04,0.00,2.69
1603065600,05-14,0.00,7.85
1603065600,15-34,0.26,30.28
1603065600,35-59,0.98,23.16
1603065600,60-79,3.03,21.04
1603065600,80+,6.54,21.49
1603152000,00-04,0.00,3.32
1603152000,05-14,0.00,9.11
1603152000,15-34,0.79,33.34
1603152000,35-59,0.98,25.29
1603152000,60-79,2.85,22.03
1603152000,80+,7.62,23.77
1603238400,00-04,0.00,4.11
1603238400,05-14,0.00,11.07
1603238400,15-34,0.53,37.51
1603238400,35-59,0.98,27.62
1603238400,60-79,3.92,23.22
1603238400,80+,9.26,26.47
1603324800,00-04,0.00,5.38
1603324800,05-14,0.00,12.64
1603324800,15-34,0.79,41.18
1603324800,35-59,1.26,29.83
1603324800,60-79,3.75,25.08
1603324800,80+,10.35,29.75
1603411200,00-04,0.00,7.59
1603411200,05-14,0.00,15.62
1603411200,15-34,1.05,45.85
1603411200,35-59,1.54,32.42
1603411200,60-79,4.82,26.99
1603411200,80+,13.62,36.92
1603497600,00-04,1.18,9.80
1603497600,05-14,0.00,18.76
1603497600,15-34,1.05,49.91
1603497600,35-59,1.97,35.48
1603497600,60-79,4.99,29.00
1603497600,80+,14.70,44.17
1603584000,00-04,1.18,12.33
1603584000,05-14,0.00,21.43
1603584000,15-34,1.58,54.44
1603584000,35-59,2.11,39.00
1603584000,60-79,5.35,30.99
1603584000,80+,17.97,50.91
1603670400,00-04,1.18,15.02
1603670400,05-14,0.00,24.10
1603670400,15-34,2.10,59.48
1603670400,35-59,2.25,42.96
1603670400,60-79,5.71,33.61
1603670400,80+,19.06,59.25
1603756800,00-04,1.18,17.87
1603756800,05-14,0.00,26.06
1603756800,15-34,1.58,64.30
1603756800,35-59,2.11,46.87
1603756800,60-79,5.89,35.86
1603756800,80+,16.88,68.19
1603843200,00-04,1.18,20.56
1603843200,05-14,0.00,27.79
1603843200,15-34,2.10,67.35
1603843200,35-59,2.67,51.20
1603843200,60-79,4.99,38.45
1603843200,80+,17.43,76.54
1603929600,00-04,1.18,22.93
1603929600,05-14,0.00,30.22
1603929600,15-34,2.10,71.38
1603929600,35-59,2.67,56.07
1603929600,60-79,5.89,40.70
1603929600,80+,21.24,85.98
1604016000,00-04,1.18,23.25
1604016000,05-14,0.00,29.99
1604016000,15-34,1.84,73.75
1604016000,35-59,2.67,60.92
1604016000,60-79,5.89,42.91
1604016000,80+,21.78,88.93
1604102400,00-04,0.00,23.88
1604102400,05-14,0.00,29.52
1604102400,15-34,1.84,76.02
1604102400,35-59,3.09,65.30
1604102400,60-79,6.24,44.77
1604102400,80+,25.05,91.37
1604188800,00-04,1.18,24.51
1604188800,05-14,0.53,29.59
1604188800,15-34,1.31,78.64
1604188800,35-59,3.37,69.97
1604188800,60-79,5.71,47.19
1604188800,80+,23.42,95.59
1604275200,00-04,1.18,25.93
1604275200,05-14,0.53,29.99
1604275200,15-34,0.79,80.73
1604275200,35-59,3.51,74.40
1604275200,60-79,5.71,48.69
1604275200,80+,23.42,95.00
1604361600,00-04,1.18,27.36
1604361600,05-14,0.53,31.56
1604361600,15-34,0.79,82.71
1604361600,35-59,3.51,79.13
1604361600,60-79,6.60,50.88
1604361600,80+,28.32,93.82
1604448000,00-04,1.18,29.25
1604448000,05-14,1.07,33.76
1604448000,15-34,0.26,86.38
1604448000,35-59,3.23,83.26
1604448000,60-79,8.38,52.38
1604448000,80+,33.22,93.48
1604534400,00-04,1.18,30.36
1604534400,05-14,1.07,35.72
1604534400,15-34,0.53,88.39
1604534400,35-59,4.35,85.99
1604534400,60-79,8.56,53.96
1604534400,80+,34.86,89.60
1604620800,00-04,1.18,32.58
1604620800,05-14,1.07,39.88
1604620800,15-34,0.53,91.70
1604620800,35-59,4.77,88.32
1604620800,60-79,8.38,55.39
1604620800,80+,37.58,90.44
1604707200,00-04,1.18,34.31
1604707200,05-14,1.07,44.27
1604707200,15-34,0.79,95.54
1604707200,35-59,4.21,91.01
1604707200,60-79,9.28,56.86
1604707200,80+,36.49,92.13
1604793600,00-04,0.00,35.10
1604793600,05-14,0.53,48.12
1604793600,15-34,0.79,98.85
1604793600,35-59,4.21,93.17
1604793600,60-79,10.70,57.86
1604793600,80+,36.49,91.29
1604880000,00-04,0.00,34.16
1604880000,05-14,0.53,52.05
1604880000,15-34,0.79,101.87
1604880000,35-59,4.07,94.89
1604880000,60-79,10.88,58.85
1604880000,80+,38.67,92.81
1604966400,00-04,0.00,33.05
1604966400,05-14,0.53,55.19
1604966400,15-34,1.05,104.61
1604966400,35-59,3.93,95.28
1604966400,60-79,10.88,59.39
1604966400,80+,37.03,95.93
1605052800,00-04,1.18,32.10
1605052800,05-14,0.00,58.25
1605052800,15-34,1.31,106.69
1605052800,35-59,3.93,95.78
1605052800,60-79,10.35,60.53
1605052800,80+,34.86,100.22
1605139200,00-04,2.36,32.57
1605139200,05-14,0.00,61.23
1605139200,15-34,1.58,109.35
1605139200,35-59,3.51,97.36
1605139200,60-79,10.17,61.63
1605139200,80+,38.67,107.22
1605225600,00-04,3.54,33.21
1605225600,05-14,0.00,62.80
1605225600,15-34,1.58,110.83
1605225600,35-59,3.37,99.07
1605225600,60-79,10.53,62.77
1605225600,80+,39.21,113.37
1605312000,00-04,3.54,33.84
1605312000,05-14,0.00,64.77
1605312000,15-34,1.31,112.34
1605312000,35-59,3.93,100.38
1605312000,60-79,10.88,64.33
1605312000,80+,39.21,118.35
1605398400,00-04,3.54,35.26
1605398400,05-14,0.00,67.51
1605398400,15-34,1.31,113.02
1605398400,35-59,4.63,101.51
1605398400,60-79,11.24,65.93
1605398400,80+,42.48,126.78
1605484800,00-04,3.54,37.32
1605484800,05-14,0.00,69.95
1605484800,15-34,1.58,113.52
1605484800,35-59,4.77,103.87
1605484800,60-79,10.88,68.61
1605484800,80+,44.11,136.81
1605571200,00-04,3.54,39.53
1605571200,05-14,0.00,73.16
1605571200,15-34,1.31,114.17
1605571200,35-59,5.48,107.18
1605571200,60-79,12.67,70.85
1605571200,80+,50.11,146.25
1605657600,00-04,2.36,40.96
1605657600,05-14,0.00,75.44
1605657600,15-34,1.05,114.78
1605657600,35-59,5.76,110.69
1605657600,60-79,14.63,72.76
1605657600,80+,55.01,154.76
1605744000,00-04,1.18,41.75
1605744000,05-14,0.53,78.90
1605744000,15-34,1.05,117.01
1605744000,35-59,4.91,114.76
1605744000,60-79,15.52,75.74
1605744000,80+,55.55,168.58
1605830400,00-04,0.00,42.70
1605830400,05-14,0.53,84.63
1605830400,15-34,1.31,121.94
1605830400,35-59,4.63,120.11
1605830400,60-79,17.30,79.73
1605830400,80+,59.91,182.32
1605916800,00-04,0.00,44.44
1605916800,05-14,0.53,90.51
1605916800,15-34,1.31,126.69
1605916800,35-59,4.07,126.37
1605916800,60-79,17.30,83.61
1605916800,80+,65.35,196.48
1606003200,00-04,1.18,46.18
1606003200,05-14,1.07,97.19
1606003200,15-34,1.31,132.22
1606003200,35-59,3.37,133.77
1606003200,60-79,17.30,88.34
1606003200,80+,65.90,209.29
1606089600,00-04,1.18,47.76
1606089600,05-14,1.07,103.31
1606089600,15-34,1.31,139.49
1606089600,35-59,3.23,141.11
1606089600,60-79,18.20,92.47
1606089600,80+,62.63,222.36
1606176000,00-04,1.18,49.97
1606176000,05-14,1.07,109.75
1606176000,15-34,1.58,147.90
1606176000,35-59,3.23,148.87
1606176000,60-79,17.13,97.08
1606176000,80+,61.00,234.32
1606262400,00-04,1.18,52.03
1606262400,05-14,1.60,118.77
1606262400,15-34,1.84,157.51
1606262400,35-59,3.37,156.27
1606262400,60-79,16.59,102.12
1606262400,80+,58.27,243.68
1606348800,00-04,1.18,53.13
1606348800,05-14,1.07,126.07
1606348800,15-34,1.05,164.98
1606348800,35-59,4.35,161.84
1606348800,60-79,16.23,104.49
1606348800,80+,53.92,242.67
1606435200,00-04,1.18,53.13
1606435200,05-14,1.07,131.65
1606435200,15-34,1.05,168.51
1606435200,35-59,4.35,165.54
1606435200,60-79,15.52,105.17
1606435200,80+,51.74,239.63
1606521600,00-04,1.18,52.82
1606521600,05-14,1.07,136.51
1606521600,15-34,1.31,171.78
1606521600,35-59,4.07,168.93
1606521600,60-79,15.70,105.61
1606521600,80+,48.47,239.04
1606608000,00-04,0.00,52.50
1606608000,05-14,0.53,138.87
1606608000,15-34,1.31,175.05
1606608000,35-59,4.07,171.27
1606608000,60-79,15.34,104.44
1606608000,80+,48.47,237.11
1606694400,00-04,0.00,52.03
1606694400,05-14,0.53,141.93
1606694400,15-34,1.05,176.49
1606694400,35-59,4.49,171.54
1606694400,60-79,14.81,102.93
1606694400,80+,50.65,230.19
